Phyla,Species,antimicrobial-resistance,Biofilm-formation,Human-pathogenicity,Thermophile,Radiation-resistance,Spore-formation
Ascomycota,Cochliobolus carbonum,1,1,1,2,0,1
Ascomycota,Cochliobolus heterostrophus,1,1,1,2,0,1
Ascomycota,Cochliobolus sativus,1,1,1,2,1,1
Mucoromycota,Coemansia aciculifera,1,1,1,1,1,1
Mucoromycota,Coemansia asiatica,1,1,1,1,1,1
Mucoromycota,Coemansia biformis,1,1,1,1,1,1
Mucoromycota,Coemansia brasiliensis,1,1,1,1,1,1
Mucoromycota,Coemansia erecta,1,1,1,1,1,1
Mucoromycota,Coemansia furcata,1,1,1,1,1,1
Mucoromycota,Coemansia guatemalensis,1,1,1,1,1,1
Mucoromycota,Coemansia helicoidea,1,1,1,1,0,1
Mucoromycota,Coemansia interrupta,1,1,1,0,1,1
Mucoromycota,Coemansia javaensis,1,1,1,1,1,1
Mucoromycota,Coemansia linderi,1,1,1,1,1,1
Mucoromycota,Coemansia nantahalensis,1,1,1,1,1,1
Mucoromycota,Coemansia pectinata,1,1,1,1,1,1
Mucoromycota,Coemansia reversa,1,1,1,1,0,1
Zoopagomycota,Coemansia sp.,1,1,1,1,1,1
Mucoromycota,Coemansia spiralis,1,1,1,1,1,1
Mucoromycota,Coemansia thaxteri,1,1,1,1,1,1
Mucoromycota,Coemansia umbellata,1,1,1,1,1,1
Ascomycota,Coleophoma crateriformis,1,2,1,2,1,1
Ascomycota,Coleophoma cylindrospora,1,2,1,2,1,1
Ascomycota,Collariella sp.,1,1,1,2,1,1
Ascomycota,Colletotrichum abscissum,1,1,1,2,1,1
Ascomycota,Colletotrichum asianum,1,1,1,2,1,1
Ascomycota,Colletotrichum chlorophyti,1,1,1,2,1,1
Ascomycota,Colletotrichum chrysophilum,1,1,1,2,1,1
Ascomycota,Colletotrichum costaricense,1,1,1,2,1,1
Ascomycota,Colletotrichum cuscutae,1,1,1,2,1,1
Ascomycota,Colletotrichum destructivum,1,1,1,2,1,1
Ascomycota,Colletotrichum fioriniae,1,1,1,2,1,1
Ascomycota,Colletotrichum fructicola,1,1,1,2,1,1
Ascomycota,Colletotrichum gloeosporioides,1,1,1,2,1,1
Ascomycota,Colletotrichum godetiae,1,1,1,2,1,1
Ascomycota,Colletotrichum graminicola,1,1,1,2,1,1
Ascomycota,Colletotrichum higginsianum,1,1,1,2,1,1
Ascomycota,Colletotrichum incanum,1,1,1,2,1,1
Ascomycota,Colletotrichum kahawae,1,1,1,2,1,1
Ascomycota,Colletotrichum karsti,1,1,1,2,1,1
Ascomycota,Colletotrichum limetticola,1,1,1,2,1,1
Ascomycota,Colletotrichum liriopes,1,1,1,2,1,1
Ascomycota,Colletotrichum lupini,1,1,1,2,1,1
Ascomycota,Colletotrichum melonis,1,1,1,2,1,1
Ascomycota,Colletotrichum musicola,1,1,1,2,1,1
Ascomycota,Colletotrichum navitas,1,1,1,2,1,1
Ascomycota,Colletotrichum noveboracense,1,1,1,2,1,1
Ascomycota,Colletotrichum nymphaeae,1,1,1,2,1,1
Ascomycota,Colletotrichum orbiculare,1,1,1,2,1,1
Ascomycota,Colletotrichum orchidophilum,1,1,1,2,1,1
Ascomycota,Colletotrichum paranaense,1,1,1,2,1,1
Ascomycota,Colletotrichum phormii,1,1,1,2,1,1
Ascomycota,Colletotrichum plurivorum,1,1,1,2,1,1
Ascomycota,Colletotrichum salicis,1,1,1,2,1,1
Ascomycota,Colletotrichum scovillei,1,1,1,2,1,1
Ascomycota,Colletotrichum shisoi,1,1,1,2,1,1
Ascomycota,Colletotrichum siamense,1,1,1,2,1,1
Ascomycota,Colletotrichum sidae,1,1,1,2,1,1
Ascomycota,Colletotrichum simmondsii,1,1,1,2,1,1
Ascomycota,Colletotrichum sojae,1,1,1,2,1,1
Ascomycota,Colletotrichum sp.,1,1,1,2,1,1
Ascomycota,Colletotrichum spaethianum,1,1,1,2,1,1
Ascomycota,Colletotrichum spinosum,1,1,1,2,1,1
Ascomycota,Colletotrichum sublineola,1,1,1,2,1,1
Ascomycota,Colletotrichum tabaci,1,1,1,2,1,1
Ascomycota,Colletotrichum tamarilloi,1,1,1,2,1,1
Ascomycota,Colletotrichum tanaceti,1,1,1,2,1,1
Ascomycota,Colletotrichum tofieldiae,1,1,1,2,1,1
Ascomycota,Colletotrichum trifolii,1,1,1,2,1,1
Ascomycota,Colletotrichum truncatum,1,1,1,2,1,1
Ascomycota,Colletotrichum zoysiae,1,1,1,2,0,1
Basidiomycota,Collybia nuda,1,1,1,1,0,1
Basidiomycota,Collybia sordida,1,1,1,1,1,1
Basidiomycota,Collybiopsis confluens,1,1,1,1,1,1
Basidiomycota,Collybiopsis luxurians,1,1,1,1,0,1
Ascomycota,Coniella lustricola,1,1,1,2,1,1
Ascomycota,Coniochaeta hoffmannii,1,1,1,2,1,1
Ascomycota,Coniochaeta pulveracea,1,2,1,2,1,1
Ascomycota,Coniochaeta sp.,1,1,1,2,1,1
Basidiomycota,Coniophora puteana,1,1,1,1,0,1
Ascomycota,Coniosporium tulheliwenetii,1,1,1,2,1,1
Ascomycota,Coniosporium uncinatum,1,1,2,2,1,1
Ascomycota,Conoideocrella luteorostrata,1,1,1,2,1,1
Basidiomycota,Coprinellus micaceus,1,1,1,1,1,1
Basidiomycota,Coprinopsis cinerea,1,1,1,1,1,2
Basidiomycota,Coprinopsis marcescibilis,1,1,1,1,0,1
Ascomycota,Copromyces sp.,1,1,1,2,1,1
Ascomycota,Cordyceps confragosa,1,1,1,2,1,1
Ascomycota,Cordyceps fumosorosea,1,1,1,2,1,1
Ascomycota,Cordyceps javanica,1,1,1,2,1,1
Ascomycota,Cordyceps militaris,1,1,1,2,1,1
Ascomycota,Cordyceps sp.,1,1,1,2,1,1
Ascomycota,Corynascus novoguineensis,1,1,1,2,1,1
Ascomycota,Corynespora cassiicola,1,1,1,2,1,1
Basidiomycota,Crepidotus variabilis,1,1,1,1,0,1
Basidiomycota,Cristinia sonorae,1,1,1,1,1,1
Basidiomycota,Cronartium quercuum,1,1,1,1,1,1
Basidiomycota,Crucibulum laeve,1,1,1,1,0,1
Ascomycota,Cryoendolithus antarcticus,1,1,1,2,1,1
Ascomycota,Cryomyces antarcticus,1,1,1,2,1,1
Ascomycota,Cryomyces minteri,1,1,1,2,1,1
Ascomycota,Cryphonectria parasitica,1,1,2,2,1,1
Basidiomycota,Cryptococcus bacillisporus,1,1,2,1,1,1
Basidiomycota,Cryptococcus floricola,1,1,1,1,1,1
Basidiomycota,Cryptococcus gattii,1,1,2,1,1,1
Basidiomycota,Cryptococcus neoformans,1,1,2,1,1,1
Basidiomycota,Cryptococcus tetragattii,1,1,2,1,1,1
Ascomycota,Cudoniella acicularis,1,2,1,2,1,1
Ascomycota,Curvularia clavata,1,1,1,2,1,1
Ascomycota,Curvularia kusanoi,1,1,1,2,1,1
Basidiomycota,Cutaneotrichosporon cavernicola,1,1,1,1,1,1
Basidiomycota,Cutaneotrichosporon oleaginosum,1,1,1,1,0,1
Basidiomycota,Cutaneotrichosporon sp.,1,1,1,1,1,1
Basidiomycota,Cutaneotrichosporon spelunceum,1,1,1,1,1,1
Ascomycota,Cyberlindnera fabianii,1,2,1,0,2,1
Basidiomycota,Cyclocybe aegerita,1,1,1,1,1,1
Basidiomycota,Cylindrobasidium torrendii,1,1,1,1,0,1
Ascomycota,Cylindrodendrum hubeiense,1,1,1,2,1,1
Ascomycota,Cyphellophora attinorum,1,1,1,2,1,1
Basidiomycota,Cyphobasidiales sp.,1,1,1,1,1,1
Ascomycota,Cytospora chrysosperma,1,1,1,2,1,1
Ascomycota,Cytospora leucostoma,1,1,1,2,1,1
Ascomycota,Cytospora mali,1,1,1,2,0,1
Ascomycota,Cytospora paraplurivora,1,1,2,2,1,1
Basidiomycota,Dacryopinax primogenitus,1,1,1,1,0,1
Ascomycota,Dactylonectria estremocensis,1,1,1,2,1,1
Ascomycota,Dactylonectria macrodidyma,1,1,1,2,1,1
Basidiomycota,Daedalea quercina,1,2,1,1,1,1
Ascomycota,Daldinia eschscholtzii,1,2,1,2,1,1
Ascomycota,Daldinia sp.,1,2,1,2,0,1
Ascomycota,Debaryomyces fabryi,2,2,1,1,1,1
Ascomycota,Decorospora gaudefroyi,1,1,1,2,0,1
Ascomycota,Dendryphion nanum,1,1,1,2,1,1
Basidiomycota,Dentipellis fragilis,1,1,1,1,1,1
Basidiomycota,Dentipellis sp.,1,1,1,1,1,1
Glomeromycota,Dentiscutata erythropus,1,1,1,1,1,1
Glomeromycota,Dentiscutata heterogama,1,1,1,1,1,1
Ascomycota,Diaporthe ampelina,1,2,1,2,1,1
Ascomycota,Diaporthe eres,1,2,1,2,1,1
Ascomycota,Diaporthe helianthi,1,1,1,2,1,1
Ascomycota,Diatrype stigma,1,2,1,2,1,1
Basidiomycota,Dichomitus squalens,1,1,1,1,1,1
Ascomycota,Dichotomopilus funicola,1,1,1,2,1,1
Ascomycota,Didymella glomerata,1,1,1,2,1,1
Ascomycota,Didymella heteroderae,1,1,1,2,1,1
Ascomycota,Didymella pomorum,1,1,1,2,1,1
Ascomycota,Didymella rabiei,1,1,1,2,1,1
Ascomycota,Didymella sp.,1,2,1,2,1,1
Ascomycota,Didymosphaeria variabile,1,1,1,2,1,1
Mucoromycota,Dimargaris cristalligena,1,1,1,1,0,1
Mucoromycota,Dimargaris verticillata,1,1,1,1,1,1
Ascomycota,Diplocarpon coronariae,1,1,1,2,1,1
Ascomycota,Diplocarpon rosae,1,1,1,2,1,1
Ascomycota,Diplodia corticola,1,1,1,2,1,1
Ascomycota,Diplodia seriata,1,1,1,2,1,1
Ascomycota,Diplogelasinospora grovesii,1,2,1,2,1,1
Mucoromycota,Dispira parvispora,1,1,1,1,1,1
Mucoromycota,Dissophora globulifera,1,1,1,1,1,1
Ascomycota,Diutina rugosa,2,2,1,1,1,1
Glomeromycota,Diversispora eburnea,1,1,1,1,1,1
Glomeromycota,Diversispora epigaea,1,1,1,1,1,1
Ascomycota,Dothideomycetidae sp.,1,1,1,2,1,1
Ascomycota,Dothistroma septosporum,1,1,1,2,0,1
Ascomycota,Drechmeria coniospora,1,1,1,2,1,1
Ascomycota,Drechslerella stenobrocha,1,1,1,0,1,1
Ascomycota,Drepanopeziza brunnea,1,1,1,2,1,1
Ascomycota,Echria macrotheca,1,1,1,2,1,1
Microsporidia,Edhazardia aedis,1,1,0,0,1,1
Ascomycota,Eeniella nana,1,2,1,1,1,1
Ascomycota,Elaphomyces granulatus,1,1,1,2,1,1
Ascomycota,Elasticomyces elasticus,1,1,1,2,1,1
Ascomycota,Elsinoe ampelina,1,1,1,2,1,1
Ascomycota,Elsinoe australis,1,1,1,2,1,1
Ascomycota,Elsinoe batatas,1,1,1,2,1,1
Ascomycota,Emergomyces africanus,1,1,1,2,1,1
Ascomycota,Emergomyces pasteurianus,1,1,1,2,1,1
Ascomycota,Emericella nidulans,1,1,1,2,1,2
Ascomycota,Emericellopsis atlantica,1,1,1,2,1,1
Ascomycota,Emericellopsis cladophorae,1,1,1,2,1,1
Ascomycota,Emmonsia crescens,1,1,1,2,1,1
Ascomycota,Emmonsiellopsis sp.,1,1,1,2,1,1
Ascomycota,Emydomyces testavorans,1,1,1,2,1,2
Microsporidia,Encephalitozoon cuniculi,0,1,1,1,1,1
Microsporidia,Encephalitozoon intestinalis,0,1,0,1,1,1
Microsporidia,Encephalitozoon romaleae,0,1,0,1,1,1
Ascomycota,Endocarpon pusillum,1,1,1,2,1,1
Mucoromycota,Endogone sp.,1,1,1,1,2,1
Microsporidia,Enterocytozoon bieneusi,0,1,0,1,1,1
Microsporidia,Enterocytozoon hepatopenaei,0,1,0,1,1,1
Microsporidia,Enterospora canceri,0,1,0,1,1,1
Entomophthoromycota,Entomophthora muscae,1,1,1,1,1,1
Mucoromycota,Entomortierella chlamydospora,1,1,1,1,1,1
Mucoromycota,Entomortierella parvispora,1,1,1,1,1,1
Glomeromycota,Entrophospora sp.,1,1,1,2,0,1
Ascomycota,Epichloe festucae,1,1,1,2,1,1
Ascomycota,Epicoccum nigrum,1,1,1,2,1,1
Ascomycota,Eremothecium cymbalariae,1,2,1,1,2,1
Ascomycota,Eremothecium sinecaudum,1,2,1,1,2,1
Ascomycota,Erysiphe neolycopersici,1,1,1,2,1,1
Ascomycota,Erysiphe pulchra,1,1,1,2,1,1
Ascomycota,Escovopsis weberi,1,1,1,2,1,1
Ascomycota,Eutypa lata,1,1,2,2,1,1
Basidiomycota,Exidia glandulosa,1,1,1,1,1,1
Ascomycota,Exophiala bonariae,1,1,1,2,1,1
Ascomycota,Exophiala dermatitidis,1,1,1,2,1,1
Ascomycota,Exophiala mesophila,1,1,1,2,1,1
Ascomycota,Exophiala oligosperma,1,1,1,2,1,1
Ascomycota,Exophiala sideris,1,1,1,2,1,1
Ascomycota,Exophiala sp.,1,1,1,2,1,1
Ascomycota,Exophiala spinifera,1,1,1,2,1,1
Ascomycota,Exophiala viscosa,1,1,1,2,1,1
Ascomycota,Exophiala xenobiotica,1,1,1,2,1,1
Ascomycota,Exserohilum turcicum,1,1,1,2,0,1
Ascomycota,Extremus antarcticus,1,1,1,2,1,1
Basidiomycota,Favolaschia claudopus,1,1,1,1,1,1
Basidiomycota,Fibroporia radiculosa,1,1,0,1,1,1
Basidiomycota,Filobasidium floriforme,1,1,1,1,1,1
Basidiomycota,Fomitiporia mediterranea,0,1,0,0,0,0
Basidiomycota,Fomitopsis pinicola,1,2,1,1,0,1
Basidiomycota,Fomitopsis schrenkii,1,2,1,1,0,1
Ascomycota,Fonsecaea erecta,1,1,1,2,1,1
Ascomycota,Fonsecaea monophora,1,1,1,2,1,1
Ascomycota,Fonsecaea nubica,1,1,1,2,1,1
Ascomycota,Friedmanniomyces endolithicus,1,1,1,2,1,1
Ascomycota,Friedmanniomyces simplex,1,1,1,2,1,1
Glomeromycota,Funneliformis caledonium,1,1,1,1,1,1
Glomeromycota,Funneliformis geosporum,1,1,1,1,1,1
Glomeromycota,Funneliformis mosseae,1,1,1,1,1,1
Mucoromycota,Furculomyces boomerangus,1,1,1,0,1,1
Ascomycota,Fusarium acutatum,1,1,1,2,1,1
Ascomycota,Fusarium agapanthi,1,1,1,2,1,1
Ascomycota,Fusarium albosuccineum,1,1,1,2,1,1
Ascomycota,Fusarium ambrosium,1,1,1,2,1,1
Ascomycota,Fusarium anthophilum,1,1,1,2,1,1
Ascomycota,Fusarium austroafricanum,1,1,1,2,1,1
Ascomycota,Fusarium austroamericanum,1,1,1,2,1,1
Ascomycota,Fusarium avenaceum,1,1,1,2,1,1
Ascomycota,Fusarium beomiforme,1,1,1,2,1,1
Ascomycota,Fusarium circinatum,1,1,1,2,1,1
Ascomycota,Fusarium coffeatum,1,1,1,2,1,1
Ascomycota,Fusarium culmorum,1,1,1,0,1,1
Ascomycota,Fusarium decemcellulare,1,1,1,2,1,1
Ascomycota,Fusarium denticulatum,1,1,1,2,1,1
Ascomycota,Fusarium duplospermum,1,1,1,2,1,1
Ascomycota,Fusarium equiseti,1,1,1,2,1,1
Ascomycota,Fusarium euwallaceae,1,1,1,2,1,1
Ascomycota,Fusarium falciforme,1,1,1,2,1,1
Ascomycota,Fusarium flagelliforme,1,1,1,2,1,1
Ascomycota,Fusarium floridanum,1,1,1,2,1,1
Ascomycota,Fusarium fujikuroi,1,1,1,2,1,1
Ascomycota,Fusarium gaditjirri,1,1,1,2,1,1
Ascomycota,Fusarium globosum,1,1,1,2,1,1
Ascomycota,Fusarium heterosporum,1,1,1,2,1,1
Ascomycota,Fusarium irregulare,1,1,1,2,1,1
Ascomycota,Fusarium keratoplasticum,1,1,1,2,0,1
Ascomycota,Fusarium kuroshium,1,1,1,2,1,1
Ascomycota,Fusarium langsethiae,1,1,1,2,1,1
Ascomycota,Fusarium longipes,1,1,1,2,1,1
Ascomycota,Fusarium mangiferae,1,1,1,2,1,1
Ascomycota,Fusarium mexicanum,1,1,1,2,1,1
Ascomycota,Fusarium mundagurra,1,1,1,2,1,1
Ascomycota,Fusarium musae,1,1,1,2,1,1
Ascomycota,Fusarium napiforme,1,1,1,2,1,1
Ascomycota,Fusarium oligoseptatum,1,1,1,2,1,1
Ascomycota,Fusarium phyllophilum,1,1,1,2,1,1
Ascomycota,Fusarium piperis,1,1,1,2,1,1
Ascomycota,Fusarium poae,1,1,1,2,1,1
Ascomycota,Fusarium proliferatum,1,1,1,2,1,1
Ascomycota,Fusarium pseudoanthophilum,1,1,1,2,1,1
Ascomycota,Fusarium pseudocircinatum,1,1,1,2,1,1
Ascomycota,Fusarium pseudograminearum,1,1,1,2,1,1
Ascomycota,Fusarium sarcochroum,1,1,1,2,1,1
Ascomycota,Fusarium solani,1,1,1,2,1,1
Ascomycota,Fusarium sporotrichioides,1,1,1,2,1,1
Ascomycota,Fusarium tjaetaba,2,1,1,2,1,1
Ascomycota,Fusarium torreyae,1,1,1,2,1,1
Ascomycota,Fusarium torulosum,1,1,1,2,1,1
Ascomycota,Fusarium tricinctum,1,1,1,2,1,1
Ascomycota,Fusarium vanettenii,1,1,1,2,0,1
Ascomycota,Fusarium venenatum,1,1,1,2,1,1
Ascomycota,Fusarium xylarioides,1,1,1,2,1,1
Ascomycota,Fusarium zealandicum,1,1,1,2,1,1
Ascomycota,Gaeumannomyces tritici,1,1,1,2,1,1
Basidiomycota,Ganoderma sinense,1,1,1,1,1,1
Ascomycota,Geosmithia morbida,1,1,1,2,1,1
Ascomycota,Geotrichum candidum,1,1,1,2,0,1
Ascomycota,Geotrichum galactomycetum,1,1,1,2,1,1
Chytridiomycota,Geranomyces variabilis,1,1,1,1,1,1
Ascomycota,Gibberella intermedia,1,1,1,2,1,1
Ascomycota,Gibberella moniliformis,1,1,1,2,1,1
Ascomycota,Gibberella nygamai,1,1,1,2,1,1
Ascomycota,Gibberella subglutinans,1,1,1,2,1,1
Ascomycota,Gibberella zeae,1,1,1,2,1,1
Glomeromycota,Gigaspora margarita,1,1,1,1,1,1
Glomeromycota,Gigaspora rosea,1,1,1,2,1,1
Ascomycota,Glomerella acutata,1,1,1,2,1,1
Glomeromycota,Glomus cerebriforme,1,1,1,1,1,1
Ascomycota,Glonium stellatum,1,1,1,2,1,1
Ascomycota,Glutinoglossum americanum,1,1,1,2,1,1
Ascomycota,Gnomoniopsis smithogilvyi,1,1,1,2,1,1
Ascomycota,Gnomoniopsis sp.,1,1,1,0,1,1
Ascomycota,Golovinomyces cichoracearum,1,1,1,2,1,1
Ascomycota,Golovinomyces magnicellulatus,1,1,1,2,2,1
Ascomycota,Gomphillus americanus,1,1,1,2,1,1
Chytridiomycota,Gonapodya prolifera,1,1,1,1,1,1
Basidiomycota,Grifola frondosa,1,1,1,1,1,1
Ascomycota,Grosmannia clavigera,1,1,1,2,1,1
Basidiomycota,Guyanagaster necrorhizus,1,1,1,1,0,1
Basidiomycota,Gymnopilus dilepis,1,1,1,1,1,1
Basidiomycota,Gymnopilus junonius,1,1,1,1,1,1
Basidiomycota,Gymnopus androsaceus,2,2,1,1,1,1
Basidiomycota,Gymnopus luxurians,1,1,1,1,0,1
Microsporidia,Hamiltosporidium magnivora,1,1,0,1,1,1
Microsporidia,Hamiltosporidium tvaerminnensis,1,1,0,1,1,1
Basidiomycota,Hebeloma cylindrosporum,1,1,1,1,0,1
Ascomycota,Helicocarpus griseus,1,1,1,2,1,1
Basidiomycota,Heliocybe sulcata,1,2,1,1,1,1
Ascomycota,Henningerozyma blattae,1,1,1,1,2,1
Microsporidia,Hepatospora eriocheir,0,1,0,0,1,1
Basidiomycota,Hericium alpestre,1,1,1,1,1,1
Basidiomycota,Hermanssonia centrifuga,1,1,1,1,1,1
Mucoromycota,Hesseltinella vesiculosa,1,1,1,1,0,1
Basidiomycota,Heterobasidion irregulare,1,1,1,1,1,1
Ascomycota,Heterodermia speciosa,1,1,1,2,1,1
Ascomycota,Hirsutella minnesotensis,1,1,1,0,1,1
Ascomycota,Hirsutella rhossiliensis,1,1,1,2,1,1
Ascomycota,Histoplasma capsulatum,1,1,1,2,1,1
Ascomycota,Histoplasma ohiense,1,1,1,2,1,1
Ascomycota,Hortaea werneckii,1,1,2,0,1,1
Ascomycota,Huiozyma naganishii,1,2,1,1,2,1
Ascomycota,Hyaloscypha bicolor,1,2,1,2,0,1
Ascomycota,Hyaloscypha hepaticicola,1,1,1,2,1,1
Ascomycota,Hyaloscypha variabilis,1,1,1,2,1,1
Basidiomycota,Hydnomerulius pinastri,1,2,1,0,0,1
Basidiomycota,Hydnum rufescens,1,2,1,1,1,1
Basidiomycota,Hygrophoropsis aurantiaca,1,1,1,1,1,1
Ascomycota,Hymenoscyphus albidus,1,2,1,2,1,1
Ascomycota,Hymenoscyphus fraxineus,1,2,1,2,1,1
Ascomycota,Hyphodiscus hymeniophilus,1,1,1,2,1,2
Basidiomycota,Hypholoma sublateritium,1,2,2,1,0,1
Ascomycota,Hypocrea atroviridis,1,1,1,2,1,1
Ascomycota,Hypocrea jecorina,1,1,1,2,0,1
Ascomycota,Hypocrea virens,1,1,1,2,1,1
Ascomycota,Hypoxylon sp.,1,2,1,2,0,1
Basidiomycota,Hypsizygus marmoreus,1,1,1,1,1,1
Ascomycota,Icmadophila ericetorum,1,1,1,2,1,1
Ascomycota,Ilyonectria sp.,1,1,1,2,1,1
Ascomycota,Immersiella caudata,1,1,1,2,1,1
Ascomycota,Imshaugia aleurites,1,1,1,2,1,1
Basidiomycota,Irpex rosettiformis,1,2,1,1,1,1
Basidiomycota,Jaapia argillacea,1,1,1,1,0,1
Basidiomycota,Jaminaea rosea,1,1,1,1,0,1
Mucoromycota,Jimgerdemannia flammicorona,1,1,1,2,1,1
Basidiomycota,Kalmanozyma brasiliensis,1,1,1,1,1,1
Ascomycota,Kalmusia sp.,1,1,1,2,1,1
Mucoromycota,Kickxella alabastrina,1,1,1,2,1,1
Ascomycota,Kluyveromyces lactis,1,2,1,1,2,1
Ascomycota,Kluyveromyces marxianus,1,1,1,2,2,1
Ascomycota,Knufia fluminis,1,1,1,2,1,1
Ascomycota,Knufia obscura,1,1,1,2,1,1
Ascomycota,Knufia peltigerae,1,1,1,2,1,1
Basidiomycota,Kockovaella imperatae,1,1,1,1,1,1
Ascomycota,Komagataella pastoris,1,2,1,1,2,1
Basidiomycota,Kwoniella dendrophila,1,1,1,1,1,1
Basidiomycota,Kwoniella europaea,1,1,1,1,1,1
Basidiomycota,Kwoniella mangrovensis,1,1,1,1,1,1
Basidiomycota,Kwoniella newhampshirensis,1,1,1,1,1,1
Basidiomycota,Kwoniella shandongensis,1,1,1,1,1,1
Basidiomycota,Kwoniella sp.,1,1,1,1,1,1
Basidiomycota,Laccaria amethystina,1,1,1,1,1,1
Basidiomycota,Laccaria bicolor,1,1,1,1,0,1
Ascomycota,Lachancea dasiensis,1,2,1,1,2,1
Ascomycota,Lachancea fermentati,1,2,1,2,2,1
Ascomycota,Lachancea lanzarotensis,1,2,1,1,2,1
Ascomycota,Lachancea mirantina,1,2,1,1,2,1
Ascomycota,Lachancea quebecensis,1,2,1,2,2,1
Ascomycota,Lachancea sp.,1,2,1,2,2,1
Ascomycota,Lachancea thermotolerans,1,2,1,2,2,1
Ascomycota,Lachnellula arida,1,1,1,2,1,1
Ascomycota,Lachnellula cervina,1,1,1,2,1,1
Ascomycota,Lachnellula hyalina,1,1,1,2,1,2
Ascomycota,Lachnellula occidentalis,1,1,1,2,1,1
Ascomycota,Lachnellula subtilissima,1,1,1,2,1,2
Ascomycota,Lachnellula suecica,1,1,1,2,1,1
Ascomycota,Lachnellula willkommii,1,1,1,2,1,1
Basidiomycota,Lactarius akahatsu,1,1,1,1,1,1
Basidiomycota,Laetiporus sulphureus,1,1,1,1,1,1
Ascomycota,Lasallia pustulata,1,1,1,2,1,1
Ascomycota,Lasiodiplodia hormozganensis,1,1,1,2,1,1
Ascomycota,Lasiodiplodia mahajangana,1,1,1,2,1,1
Ascomycota,Lasiodiplodia theobromae,1,1,1,2,1,1
Ascomycota,Lasiosphaeria hispida,1,1,1,2,1,1
Ascomycota,Lasiosphaeria miniovina,1,1,1,2,1,1
Ascomycota,Lasiosphaeria ovina,1,1,1,2,1,1
Ascomycota,Lasiosphaeris hirsuta,1,1,1,2,1,1
Ascomycota,Lecanicillium fungicola,1,1,1,1,1,1
Ascomycota,Lecanicillium saksenae,1,1,1,2,1,1
Ascomycota,Lecanicillium sp.,1,1,1,2,1,1
Ascomycota,Lecanosticta acicola,1,1,1,2,1,1
Basidiomycota,Lentinula aciculospora,1,1,1,1,1,1
Basidiomycota,Lentinula aff.,1,1,1,1,1,1
Basidiomycota,Lentinula boryana,1,1,1,1,1,1
Basidiomycota,Lentinula detonsa,1,1,1,1,1,1
Basidiomycota,Lentinula edodes,1,1,1,1,1,1
Basidiomycota,Lentinula guzmanii,1,1,1,1,1,1
Basidiomycota,Lentinula lateritia,1,1,1,1,1,1
Basidiomycota,Lentinula raphanica,1,1,1,1,1,1
Basidiomycota,Lentinus brumalis,1,1,1,1,1,1
Basidiomycota,Lentinus tigrinus,1,1,1,1,0,1
Ascomycota,Lepraria neglecta,1,1,1,2,1,1
Ascomycota,Leptosphaeria maculans,1,1,2,2,1,1
Ascomycota,Letharia columbiana,1,1,1,2,1,1
Ascomycota,Letharia lupina,1,1,1,2,1,1
Basidiomycota,Leucoagaricus leucothites,1,1,1,1,1,1
Basidiomycota,Leucoagaricus sp.,1,1,1,1,1,1
Basidiomycota,Leucocoprinus birnbaumii,1,1,1,1,1,1
Basidiomycota,Leucogyrophana mollusca,1,1,1,1,1,1
Basidiomycota,Leucosporidium creatinivorum,1,1,1,1,1,1
Mucoromycota,Lichtheimia ornata,1,1,1,1,1,1
Mucoromycota,Linderina macrospora,1,1,1,1,1,1
Mucoromycota,Linderina pennispora,1,1,1,1,0,1
Ascomycota,Lindgomyces ingoldianus,1,1,1,2,0,1
Ascomycota,Lineolata rhizophorae,1,1,1,2,1,1
Mucoromycota,Linnemannia elongata,1,1,1,1,0,1
Mucoromycota,Linnemannia exigua,1,1,1,1,1,1
Mucoromycota,Linnemannia gamsii,1,1,1,1,1,1
Mucoromycota,Linnemannia hyalina,1,1,1,1,1,1
Mucoromycota,Linnemannia schmuckeri,1,1,1,1,1,1
Ascomycota,Lipomyces starkeyi,1,1,1,2,1,1
Ascomycota,Lithohypha guttulata,1,1,1,2,1,1
Mucoromycota,Lobosporangium transversale,1,1,1,1,0,1
Chytridiomycota,Lobulomycetales sp.,1,1,1,1,1,1
Ascomycota,Lomentospora prolificans,1,1,1,2,1,1
Ascomycota,Lophiotrema nucula,1,1,1,2,1,1
Ascomycota,Lophium mytilinum,1,1,1,2,1,1
Mucoromycota,Lunasporangiospora selenospora,1,1,1,1,1,1
Basidiomycota,Lyophyllum shimeji,1,1,1,1,1,1
Basidiomycota,Macrolepiota fuliginosa,1,2,1,1,1,1
Ascomycota,Macrophomina phaseolina,1,1,1,2,1,1
Ascomycota,Macroventuria anomochaeta,1,1,1,2,0,1
Ascomycota,Madurella mycetomatis,1,1,1,2,1,1
Ascomycota,Magnaporthe oryzae,1,1,1,2,1,1
Ascomycota,Magnusiomyces paraingens,1,1,1,2,1,1
Basidiomycota,Malassezia arunalokei,1,1,1,1,1,1
Basidiomycota,Malassezia brasiliensis,1,1,1,1,1,1
Basidiomycota,Malassezia caprae,1,1,1,1,0,1
Basidiomycota,Malassezia cuniculi,1,1,1,1,1,1
Basidiomycota,Malassezia equina,1,1,1,1,1,1
Basidiomycota,Malassezia furfur,1,1,1,1,1,1
Basidiomycota,Malassezia japonica,1,1,1,1,1,1
Basidiomycota,Malassezia nana,1,1,1,1,1,1
Basidiomycota,Malassezia obtusa,1,1,0,1,1,1
Basidiomycota,Malassezia pachydermatis,1,1,1,1,1,1
