Phyla,Species,antimicrobial-resistance,Biofilm-formation,Human-pathogenicity,Thermophile,Radiation-resistance,Spore-formation
Basidiomycota,Malassezia psittaci,1,1,1,1,1,1
Basidiomycota,Malassezia vespertilionis,1,1,1,1,1,1
Basidiomycota,Malassezia yamatoensis,1,1,1,1,1,1
Basidiomycota,Marasmius oreades,1,1,1,1,1,1
Basidiomycota,Marasmius sp.,1,1,1,1,1,1
Ascomycota,Marssonina brunnea,1,1,1,2,1,1
Ascomycota,Martiniozyma asiatica,1,1,1,1,1,1
Ascomycota,Massariosphaeria phaeospora,1,1,1,2,1,1
Ascomycota,Maudiozyma barnettii,1,2,1,2,2,1
Ascomycota,Maudiozyma exigua,1,2,1,2,2,1
Ascomycota,Maudiozyma humilis,1,2,1,2,2,1
Ascomycota,Maudiozyma saulgeensis,1,2,1,2,2,1
Basidiomycota,Meira miltonrushii,1,1,1,1,0,1
Basidiomycota,Melampsora larici-populina,1,1,1,1,1,1
Basidiomycota,Melanopsichium pennsylvanicum,1,1,1,1,1,1
Ascomycota,Meristemomyces frigidus,1,1,1,2,1,1
Ascomycota,Metarhizium acridum,1,1,1,2,1,1
Ascomycota,Metarhizium album,1,1,1,2,1,1
Ascomycota,Metarhizium anisopliae,1,1,1,2,1,1
Ascomycota,Metarhizium brunneum,1,1,1,2,1,1
Ascomycota,Metarhizium guizhouense,1,1,1,2,1,1
Ascomycota,Metarhizium humberi,1,1,1,2,1,1
Ascomycota,Metarhizium majus,1,1,1,2,1,1
Ascomycota,Metarhizium rileyi,1,1,1,2,1,1
Ascomycota,Metarhizium robertsii,1,1,1,2,1,1
Ascomycota,Metschnikowia aff.,1,2,1,2,2,1
Ascomycota,Metschnikowia sp.,1,2,1,1,2,1
Ascomycota,Meyerozyma guilliermondii,2,2,1,2,2,1
Ascomycota,Meyerozyma sp.,2,2,1,2,2,1
Basidiomycota,Microbotryomycetes sp.,1,1,1,1,1,1
Basidiomycota,Microbotryum intermedium,1,1,1,1,1,1
Basidiomycota,Microbotryum lychnidis-dioicae,1,1,1,1,1,1
Basidiomycota,Microbotryum saponariae,1,1,1,1,1,1
Basidiomycota,Microbotryum silenes-dioicae,1,1,1,1,1,1
Ascomycota,Microdochium bolleyi,1,1,1,2,0,1
Ascomycota,Microdochium trichocladiopsis,1,1,1,2,1,1
Ascomycota,Microthyrium microscopicum,1,1,1,2,0,1
Microsporidia,Mitosporidium daphniae,1,1,0,1,1,0
Basidiomycota,Mixia osmundae,1,1,1,1,1,1
Mucoromycota,Modicella reniformis,1,1,1,2,1,1
Ascomycota,Moelleriella libera,1,2,1,2,1,1
Basidiomycota,Moesziomyces antarcticus,1,1,1,1,1,1
Ascomycota,Mollisia scopiformis,2,1,1,2,0,1
Ascomycota,Mollisiaceae sp.,1,1,1,2,1,1
Ascomycota,Monascus purpureus,1,1,1,2,1,1
Ascomycota,Monilinia fructicola,1,2,1,2,1,1
Ascomycota,Monilinia fructigena,1,1,1,2,1,1
Ascomycota,Monilinia laxa,1,1,1,2,2,1
Ascomycota,Monilinia vaccinii-corymbosi,1,1,1,2,1,1
Basidiomycota,Moniliophthora perniciosa,1,1,1,1,1,1
Basidiomycota,Moniliophthora roreri,1,1,1,1,1,1
Ascomycota,Monosporascus cannonballus,1,1,1,2,1,1
Ascomycota,Monosporascus ibericus,1,1,1,2,1,1
Ascomycota,Monosporascus sp.,1,1,1,2,1,1
Ascomycota,Morchella conica,1,1,1,2,1,1
Mucoromycota,Mortierella alpina,1,1,1,1,1,1
Mucoromycota,Mortierella elongata,1,1,1,1,1,1
Mucoromycota,Mortierella hygrophila,1,1,1,1,1,1
Mucoromycota,Mortierella isabellina,1,1,1,1,1,1
Mucoromycota,Mortierella polycephala,1,1,1,1,1,1
Mucoromycota,Mortierella sp.,1,1,1,1,1,1
Mucoromycota,Mortierella verticillata,1,1,1,1,1,1
Mucoromycota,Mucor ambiguus,1,1,1,1,1,1
Mucoromycota,Mucor circinelloides,1,1,1,1,1,1
Mucoromycota,Mucor plumbeus,1,1,1,1,1,1
Mucoromycota,Mucor saturninus,1,1,1,1,1,1
Mucoromycota,Mucor velutinosus,1,1,1,1,1,1
Basidiomycota,Multifurca ochricompacta,1,2,1,1,1,1
Basidiomycota,Mycena albidolilacea,1,2,1,1,1,1
Basidiomycota,Mycena alexandri,1,2,1,1,1,1
Basidiomycota,Mycena belliarum,1,1,1,1,1,1
Basidiomycota,Mycena chlorophos,1,1,1,1,1,1
Basidiomycota,Mycena citricolor,1,1,1,2,1,1
Basidiomycota,Mycena indigotica,1,1,1,1,1,1
Basidiomycota,Mycena kentingensis,1,1,1,2,1,1
Basidiomycota,Mycena maculata,1,1,1,1,1,1
Basidiomycota,Mycena metata,1,1,1,1,1,1
Basidiomycota,Mycena pura,1,2,1,1,1,1
Basidiomycota,Mycena rosella,1,1,1,1,1,1
Basidiomycota,Mycena sanguinolenta,1,2,1,1,1,1
Basidiomycota,Mycena sp.,1,1,1,1,1,1
Basidiomycota,Mycena venus,1,1,1,1,1,1
Mucoromycota,Mycoemilia scoparia,1,1,1,1,1,1
Basidiomycota,Mycosarcoma maydis,1,1,1,1,1,1
Ascomycota,Myotisia sp.,1,1,1,2,1,1
Ascomycota,Mytilinidion resinicola,1,1,1,2,1,1
Basidiomycota,Naematelia encephala,1,1,1,1,1,1
Basidiomycota,Naganishia adeliensis,1,1,1,1,1,1
Basidiomycota,Naganishia cerealis,2,1,1,2,2,1
Basidiomycota,Naganishia friedmannii,1,1,1,1,1,1
Basidiomycota,Naganishia liquefaciens,1,1,1,1,1,1
Basidiomycota,Naganishia onofrii,1,1,1,1,1,1
Basidiomycota,Naganishia vaughanmartiniae,1,1,1,1,1,1
Ascomycota,Naumovozyma castellii,1,2,1,2,2,1
Ascomycota,Naumovozyma dairenensis,1,2,1,2,2,1
Ascomycota,Nemania bipapillata,1,2,1,2,1,1
Microsporidia,Nematocida ausubeli,0,1,1,1,1,1
Microsporidia,Nematocida displodere,0,1,1,1,1,1
Microsporidia,Nematocida parisii,0,1,0,1,1,1
Microsporidia,Nematocida sp.,0,1,0,1,1,1
Ascomycota,Neoarthrinium moseri,1,2,1,2,1,1
Neocallimastigomycota,Neocallimastix californiae,1,1,1,1,0,1
Ascomycota,Neocucurbitaria cava,1,1,1,2,1,1
Ascomycota,Neofusicoccum parvum,1,1,1,2,1,1
Ascomycota,Neohortaea acidophila,1,1,1,2,1,1
Ascomycota,Neolecta irregularis,1,1,1,1,1,1
Basidiomycota,Neolentinus lepideus,1,1,1,1,0,1
Ascomycota,Neonectria ditissima,1,1,1,2,1,1
Ascomycota,Neophaeococcomyces mojaviensis,1,1,1,2,1,1
Ascomycota,Neurospora crassa,1,1,1,2,1,1
Ascomycota,Neurospora hispaniola,1,1,1,2,1,1
Ascomycota,Neurospora sp.,1,1,1,0,1,1
Ascomycota,Neurospora tetrasperma,1,1,1,2,1,1
Ascomycota,Neurospora tetraspora,1,1,1,2,1,1
Ascomycota,Niveomyces insectorum,1,1,1,2,1,1
Microsporidia,Nosema bombycis,0,1,0,1,1,1
Microsporidia,Nosema granulosis,0,1,0,1,1,1
Basidiomycota,Obba rivulosa,1,1,1,1,1,1
Ascomycota,Ogataea haglerorum,1,2,1,1,1,1
Ascomycota,Ogataea parapolymorpha,1,2,1,1,1,1
Ascomycota,Ogataea polymorpha,1,2,1,1,1,1
Ascomycota,Oidiodendron maius,1,1,1,2,0,1
Ascomycota,Oleoguttula mirabilis,1,1,1,2,1,1
Ascomycota,Oleoguttula sp.,1,1,1,2,1,1
Chytridiomycota,Olpidium bornovanus,1,1,1,1,1,1
Ascomycota,Onygenales sp.,1,1,1,2,1,1
Ascomycota,Ophiobolus disseminans,1,1,1,2,0,1
Ascomycota,Ophiocordyceps australis,1,1,1,2,1,1
Ascomycota,Ophiocordyceps camponoti-floridani,1,1,1,2,1,1
Ascomycota,Ophiocordyceps camponoti-leonardi,1,2,1,2,1,1
Ascomycota,Ophiocordyceps camponoti-rufipedis,1,1,1,2,1,1
Ascomycota,Ophiocordyceps camponoti-saundersi,1,1,1,2,1,1
Ascomycota,Ophiocordyceps polyrhachis-furcata,1,1,1,2,1,1
Ascomycota,Ophiocordyceps sinensis,1,1,1,2,1,1
Ascomycota,Ophiocordyceps unilateralis,1,1,1,2,1,1
Ascomycota,Ophiostoma piceae,1,1,1,2,1,1
Ascomycota,Orbilia blumenaviensis,1,1,1,2,1,1
Ascomycota,Orbilia brochopaga,1,1,1,2,1,1
Ascomycota,Orbilia ellipsospora,1,1,1,2,1,1
Ascomycota,Orbilia javanica,1,1,1,2,1,1
Microsporidia,Ordospora colligata,1,1,0,1,1,1
Basidiomycota,Panaeolus cyanescens,1,1,1,1,1,1
Basidiomycota,Papiliotrema laurentii,1,1,1,1,1,1
Ascomycota,Parachaetomium inaequale,1,1,1,2,1,1
Ascomycota,Paracoccidioides brasiliensis,1,1,1,2,1,1
Ascomycota,Paracoccidioides lutzii,1,1,1,2,1,1
Glomeromycota,Paraglomus brasilianum,1,1,1,1,1,1
Glomeromycota,Paraglomus occultum,1,1,1,1,1,1
Basidiomycota,Paramarasmius palmivorus,1,1,1,1,1,1
Microsporidia,Paramicrosporidium saccamoebae,0,1,1,1,1,1
Ascomycota,Paraphaeosphaeria minitans,1,1,1,2,1,1
Ascomycota,Paraphaeosphaeria sporulosa,1,1,1,2,0,1
Ascomycota,Paraphoma chrysanthemicola,1,1,1,2,1,1
Ascomycota,Parascedosporium putredinis,1,1,1,2,2,1
Mucoromycota,Parasitella parasitica,1,1,1,1,1,1
Ascomycota,Parastagonospora nodorum,1,1,1,2,1,1
Ascomycota,Parathielavia appendiculata,1,1,1,2,0,1
Ascomycota,Parathielavia hyrcaniae,1,1,1,2,0,1
Ascomycota,Passalora fulva,1,1,1,2,1,1
Basidiomycota,Paxillus rubicundulus,1,1,1,1,0,1
Ascomycota,Peltaster fructicola,1,1,1,2,1,1
Ascomycota,Penicillium alfredii,1,1,1,2,1,1
Ascomycota,Penicillium angulare,2,1,1,2,1,1
Ascomycota,Penicillium antarcticum,1,1,1,2,1,1
Ascomycota,Penicillium argentinense,1,1,1,2,1,1
Ascomycota,Penicillium arizonense,1,1,1,2,1,1
Ascomycota,Penicillium atrosanguineum,1,1,1,2,1,1
Ascomycota,Penicillium bovifimosum,1,1,1,2,1,1
Ascomycota,Penicillium brasilianum,1,1,1,2,1,1
Ascomycota,Penicillium brevicompactum,1,1,1,2,1,1
Ascomycota,Penicillium camemberti,1,1,1,2,1,1
Ascomycota,Penicillium canariense,1,1,1,2,1,1
Ascomycota,Penicillium cataractarum,1,1,1,2,1,1
Ascomycota,Penicillium cf.,1,1,1,2,1,1
Ascomycota,Penicillium chermesinum,1,1,1,2,2,1
Ascomycota,Penicillium chrysogenum,1,1,1,2,1,1
Ascomycota,Penicillium cinerascens,1,1,1,2,1,1
Ascomycota,Penicillium citrinum,1,1,1,2,1,2
Ascomycota,Penicillium concentricum,1,1,1,2,1,1
Ascomycota,Penicillium coprophilum,1,1,1,2,1,1
Ascomycota,Penicillium cosmopolitanum,1,1,1,2,1,1
Ascomycota,Penicillium crustosum,1,1,1,2,1,1
Ascomycota,Penicillium decumbens,1,1,1,2,1,1
Ascomycota,Penicillium desertorum,1,1,1,2,1,1
Ascomycota,Penicillium diatomitis,1,1,1,2,1,1
Ascomycota,Penicillium digitatum,1,1,1,2,1,1
Ascomycota,Penicillium egyptiacum,1,1,1,2,1,1
Ascomycota,Penicillium expansum,1,1,1,2,1,1
Ascomycota,Penicillium fimorum,1,1,1,2,1,1
Ascomycota,Penicillium flavigenum,1,1,1,2,1,1
Ascomycota,Penicillium freii,1,1,1,0,1,1
Ascomycota,Penicillium frequentans,2,1,1,2,1,1
Ascomycota,Penicillium hetheringtonii,1,1,1,2,1,1
Ascomycota,Penicillium hordei,1,1,1,2,1,1
Ascomycota,Penicillium italicum,1,1,1,2,1,1
Ascomycota,Penicillium malachiteum,1,1,1,2,1,1
Ascomycota,Penicillium nordicum,1,1,1,0,1,1
Ascomycota,Penicillium occitanis,1,1,1,2,1,1
Ascomycota,Penicillium olsonii,1,1,1,2,2,1
Ascomycota,Penicillium oxalicum,1,1,1,2,1,1
Ascomycota,Penicillium patulum,1,1,1,2,1,1
Ascomycota,Penicillium polonicum,1,1,1,2,1,1
Ascomycota,Penicillium roqueforti,1,1,1,2,1,1
Ascomycota,Penicillium rubens,1,1,1,2,1,1
Ascomycota,Penicillium salamii,1,1,1,2,1,1
Ascomycota,Penicillium solitum,1,1,1,2,1,1
Ascomycota,Penicillium sp.,1,1,1,2,1,1
Ascomycota,Penicillium steckii,1,1,1,2,1,1
Ascomycota,Penicillium subrubescens,1,1,1,2,1,1
Ascomycota,Penicillium thymicola,1,1,1,0,1,1
Ascomycota,Penicillium ucsense,1,1,1,2,1,1
Ascomycota,Penicillium vulpinum,1,1,1,2,1,1
Basidiomycota,Peniophora sp.,1,2,1,1,1,1
Ascomycota,Periconia digitata,1,1,1,2,1,2
Ascomycota,Periconia macrospinosa,1,1,1,2,0,1
Ascomycota,Pestalotiopsis fici,1,1,1,2,1,1
Ascomycota,Petromyces alliaceus,1,1,1,2,1,1
Ascomycota,Phaeoacremonium minimum,1,1,1,2,1,1
Ascomycota,Phaeomoniella chlamydospora,1,1,1,2,1,1
Ascomycota,Phaeosphaeria nodorum,1,1,1,2,1,1
Ascomycota,Phaeosphaeria sp.,1,1,1,2,1,1
Ascomycota,Phaeosphaeriaceae sp.,1,1,1,2,0,1
Basidiomycota,Phakopsora pachyrhizi,1,1,1,1,1,1
Basidiomycota,Phanerochaete carnosa,1,2,1,1,1,1
Basidiomycota,Phanerochaete sordida,1,1,1,1,1,1
Mucoromycota,Phascolomyces articulosus,1,1,1,1,1,1
Basidiomycota,Phellinidium pouzarii,1,1,1,1,1,1
Ascomycota,Phialemonium atrogriseum,1,1,1,2,1,1
Ascomycota,Phialocephala subalpina,2,1,1,2,1,1
Ascomycota,Phialophora macrospora,1,1,1,2,1,1
Basidiomycota,Phlebia brevispora,1,1,1,1,1,1
Basidiomycota,Phlebiopsis gigantea,1,1,1,1,1,1
Basidiomycota,Phlebopus sp.,1,1,1,1,1,1
Basidiomycota,Pholiota conissans,1,1,1,1,0,1
Ascomycota,Phomopsis amygdali,1,2,1,2,1,1
Ascomycota,Phyllachora maydis,1,1,1,2,1,1
Ascomycota,Phyllosticta citriasiana,1,1,1,2,1,1
Ascomycota,Phyllosticta citricarpa,1,1,1,2,1,1
Ascomycota,Phyllosticta paracitricarpa,1,1,1,2,1,1
Basidiomycota,Physisporinus lineatus,1,1,1,1,1,1
Chytridiomycota,Physocladia obscura,1,1,1,1,1,1
Ascomycota,Piccolia ochrophora,1,1,1,2,1,1
Ascomycota,Pichia angusta,1,2,1,1,1,1
Ascomycota,Pichia californica,1,2,1,1,1,1
Ascomycota,Pichia inconspicua,1,1,1,1,1,1
Ascomycota,Pichia kluyveri,1,2,1,1,1,1
Ascomycota,Pichia sorbitophila,1,2,1,1,2,1
Basidiomycota,Piloderma croceum,1,1,1,1,1,1
Zoopagomycota,Piptocephalis cylindrospora,1,1,1,1,1,0
Zoopagomycota,Piptocephalis tieghemiana,1,1,1,1,1,1
Neocallimastigomycota,Piromyces finnis,1,1,1,1,1,1
Neocallimastigomycota,Piromyces sp.,1,1,1,1,0,1
Basidiomycota,Pisolithus microcarpus,1,1,1,1,1,1
Basidiomycota,Pisolithus tinctorius,1,1,1,1,0,1
Ascomycota,Plectosphaerella cucumerina,1,1,1,2,1,1
Ascomycota,Plectosphaerella plurivora,1,1,1,2,1,1
Ascomycota,Plenodomus tracheiphilus,1,1,2,2,0,1
Ascomycota,Pleurostoma richardsiae,1,1,1,2,1,1
Basidiomycota,Pleurotus cornucopiae,1,1,1,1,1,1
Basidiomycota,Pleurotus eryngii,1,1,1,1,1,1
Basidiomycota,Pleurotus ostreatoroseus,1,1,1,1,1,1
Basidiomycota,Pleurotus ostreatus,1,1,1,1,1,1
Basidiomycota,Plicaturopsis crispa,1,1,0,0,0,1
Basidiomycota,Pluteus cervinus,1,1,1,1,1,1
Ascomycota,Pneumocystis carinii,1,1,1,1,1,1
Ascomycota,Pneumocystis jirovecii,1,1,0,1,1,1
Ascomycota,Pneumocystis murina,1,1,0,1,1,1
Ascomycota,Pneumocystis oryctolagi,1,1,0,1,1,1
Ascomycota,Pneumocystis sp.,1,1,1,1,1,1
Ascomycota,Pneumocystis wakefieldiae,1,1,0,1,1,1
Ascomycota,Pochonia chlamydosporia,1,2,1,2,0,1
Mucoromycota,Podila minutissima,1,1,1,1,1,1
Ascomycota,Podospora aff.,1,1,1,2,1,1
Ascomycota,Podospora anserina,1,1,1,2,1,1
Ascomycota,Podospora appendiculata,1,1,1,2,1,1
Ascomycota,Podospora australis,1,1,1,2,1,1
Ascomycota,Podospora bellae-mahoneyi,1,1,1,2,1,1
Ascomycota,Podospora comata,1,1,1,2,1,1
Ascomycota,Podospora didyma,1,1,1,2,1,1
Ascomycota,Podospora fimiseda,1,1,1,2,1,1
Ascomycota,Podospora pseudoanserina,1,1,1,2,1,1
Ascomycota,Podospora pseudocomata,1,1,1,2,1,1
Ascomycota,Podospora pseudopauciseta,1,1,1,2,1,1
Ascomycota,Polyplosphaeria fusca,1,1,1,2,1,1
Basidiomycota,Polyporus arcularius,1,1,1,1,0,1
Ascomycota,Polytolypa hystricis,1,1,1,2,1,2
Basidiomycota,Postia placenta,1,1,1,1,0,1
Chytridiomycota,Powellomyces hirtus,1,1,1,1,1,1
Ascomycota,Protomyces lactucae-debilis,1,1,1,1,0,1
Ascomycota,Pseudallescheria apiosperma,1,1,1,2,1,1
Ascomycota,Pseudocercospora eumusae,1,1,1,2,1,1
Ascomycota,Pseudocercospora fijiensis,1,1,1,2,1,1
Ascomycota,Pseudocercospora fuligena,1,1,1,2,1,1
Ascomycota,Pseudocercospora musae,1,1,1,0,1,1
Ascomycota,Pseudogymnoascus destructans,1,1,1,2,1,1
Ascomycota,Pseudogymnoascus sp.,1,2,1,2,1,1
Ascomycota,Pseudogymnoascus verrucosus,1,1,1,2,1,1
Microsporidia,Pseudoloma neurophilia,1,1,1,1,1,1
Ascomycota,Pseudomassariella vexata,1,2,1,2,1,1
Basidiomycota,Pseudomicrostroma glucosiphilum,1,1,1,1,1,1
Ascomycota,Pseudoneurospora amorphoporcata,1,1,1,2,1,1
Ascomycota,Pseudopithomyces chartarum,1,1,1,2,1,1
Ascomycota,Pseudovirgaria hyperparasitica,1,1,1,2,0,1
Basidiomycota,Pseudozyma antarctica,1,1,1,1,1,1
Basidiomycota,Pseudozyma flocculosa,1,1,1,1,1,1
Basidiomycota,Pseudozyma hubeiensis,1,2,1,1,1,1
Basidiomycota,Psilocybe cf.,1,2,1,0,1,1
Basidiomycota,Psilocybe cubensis,1,1,1,1,1,1
Basidiomycota,Psilocybe cyanescens,1,1,1,1,1,1
Basidiomycota,Pterulicium gracile,1,1,1,1,0,1
Basidiomycota,Puccinia coronata,1,1,1,1,1,1
Basidiomycota,Puccinia graminis,1,1,1,1,1,1
Basidiomycota,Puccinia sorghi,1,1,1,1,1,1
Basidiomycota,Puccinia striiformis,1,1,1,1,1,1
Basidiomycota,Puccinia triticina,1,1,1,1,1,1
Basidiomycota,Punctularia strigosozonata,1,1,0,0,0,1
Ascomycota,Purpureocillium lavendulum,1,1,1,2,1,2
Ascomycota,Purpureocillium lilacinum,1,1,1,2,1,2
Ascomycota,Purpureocillium takamizusanense,1,1,1,2,1,1
Basidiomycota,Pycnoporus cinnabarinus,1,1,1,1,1,1
Ascomycota,Pyrenochaeta sp.,1,1,1,2,0,1
Ascomycota,Pyrenophora seminiperda,1,1,1,2,1,1
Ascomycota,Pyrenophora teres,1,1,1,2,1,1
Ascomycota,Pyrenophora tritici-repentis,1,1,1,2,1,1
Ascomycota,Pyricularia grisea,1,1,1,2,1,1
Ascomycota,Pyricularia oryzae,1,1,1,2,1,1
Basidiomycota,Pyrrhoderma noxium,1,1,1,1,1,1
Ascomycota,Rachicladosporium sp.,1,1,1,2,1,1
Glomeromycota,Racocetra fulgida,1,1,1,2,1,1
Glomeromycota,Racocetra persica,1,1,1,1,1,1
Ascomycota,Ramalina farinacea,1,1,1,2,1,1
Ascomycota,Ramularia collo-cygni,1,1,1,2,1,1
Ascomycota,Recurvomyces mirabilis,1,1,1,2,1,1
Ascomycota,Rhexocercosporidium sp.,1,2,1,2,1,1
Chytridiomycota,Rhizoclosmatium globosum,1,1,1,1,1,1
Basidiomycota,Rhizoctonia solani,1,1,1,1,1,1
Ascomycota,Rhizodiscina lignyota,1,1,1,2,0,1
Glomeromycota,Rhizophagus clarus,1,1,1,1,1,1
Glomeromycota,Rhizophagus irregularis,1,1,1,1,1,1
Glomeromycota,Rhizophagus sp.,1,1,1,1,0,1
Chytridiomycota,Rhizophlyctis rosea,1,1,1,1,1,1
Basidiomycota,Rhizopogon vesiculosus,1,1,1,1,1,1
Basidiomycota,Rhizopogon vinicolor,1,1,1,1,1,1
Mucoromycota,Rhizopus azygosporus,1,1,1,2,1,1
Mucoromycota,Rhizopus delemar,1,1,1,2,1,1
Mucoromycota,Rhizopus oryzae,1,1,1,2,1,1
Mucoromycota,Rhizopus stolonifer,1,2,1,1,1,1
Basidiomycota,Rhodocollybia butyracea,1,1,1,1,1,1
Basidiomycota,Rhodofomes roseus,1,1,1,1,1,1
Basidiomycota,Rhodonia placenta,1,1,1,1,0,1
Basidiomycota,Rhodotorula diobovata,1,1,1,1,1,1
Basidiomycota,Rhodotorula graminis,1,1,1,1,1,1
Basidiomycota,Rhodotorula mucilaginosa,1,1,1,1,1,1
Basidiomycota,Rhodotorula paludigena,1,1,1,1,1,1
Basidiomycota,Rhodotorula sp.,1,1,1,1,1,1
Basidiomycota,Rhodotorula taiwanensis,1,1,1,1,1,1
Basidiomycota,Rhodotorula toruloides,1,1,1,1,1,1
Ascomycota,Rhynchosporium agropyri,1,1,1,2,1,1
Ascomycota,Rhynchosporium graminicola,1,1,1,2,1,1
Ascomycota,Rhynchosporium secalis,1,1,1,2,1,1
Ascomycota,Rhypophila decipiens,1,1,1,2,1,1
Basidiomycota,Rickenella mellea,1,1,1,1,1,1
Basidiomycota,Roridomyces roridus,1,2,1,1,1,1
Ascomycota,Rosellinia necatrix,1,2,1,2,1,1
Rozellomycota,Rozella allomycis,1,1,1,1,1,1
Basidiomycota,Russula earlei,1,1,1,1,1,1
Basidiomycota,Russula ochroleuca,1,1,1,1,1,1
Ascomycota,Rutstroemia sp.,1,1,1,2,1,1
Ascomycota,Saccharomyces arboricola,1,2,1,0,2,1
Ascomycota,Saccharomyces boulardii,1,1,1,2,2,1
Ascomycota,Saccharomyces eubayanus,1,1,1,2,2,1
Ascomycota,Saccharomyces uvarum,1,1,1,1,2,1
Ascomycota,Saccharomycodes ludwigii,1,1,1,1,2,1
Ascomycota,Saccharomycopsis crataegensis,1,2,1,1,2,1
Basidiomycota,Saitozyma podzolica,1,1,1,1,1,1
Basidiomycota,Saitozyma sp.,1,1,1,1,1,1
Ascomycota,Salinomyces thailandicus,1,1,1,2,1,1
Basidiomycota,Sanghuangporus baumii,1,1,1,1,1,1
Ascomycota,Sarea resinae,1,1,1,2,1,1
Ascomycota,Saxophila tyrrhenica,1,1,1,2,1,1
Ascomycota,Scheffersomyces spartinae,1,1,1,1,1,1
Basidiomycota,Schizophyllum amplum,1,1,1,1,1,1
Basidiomycota,Schizophyllum commune,1,1,1,1,1,1
Basidiomycota,Schizopora paradoxa,1,1,1,1,0,1
Ascomycota,Schizosaccharomyces cryophilus,1,1,1,1,1,1
Ascomycota,Schizosaccharomyces octosporus,1,1,1,1,1,1
Ascomycota,Schizosaccharomyces osmophilus,1,1,1,1,1,1
Ascomycota,Schizosaccharomyces pombe,1,1,1,1,1,1
Ascomycota,Schizothecium vesticola,1,1,1,2,1,1
Basidiomycota,Scleroderma citrinum,1,2,1,1,1,1
Ascomycota,Sclerophora amabilis,1,1,1,2,1,1
Ascomycota,Sclerotinia borealis,1,1,1,2,1,1
Ascomycota,Sclerotinia nivalis,1,1,1,2,1,1
Ascomycota,Sclerotinia sclerotiorum,1,1,1,2,1,1
Ascomycota,Sclerotinia trifoliorum,1,1,1,2,1,1
Glomeromycota,Scutellospora calospora,1,1,1,1,1,1
Ascomycota,Scytalidium lignicola,1,2,1,2,1,1
Ascomycota,Scytalidium sp.,1,1,1,2,0,1
Ascomycota,Septoria linicola,1,1,1,2,1,1
Basidiomycota,Serendipita indica,1,1,1,1,1,1
Basidiomycota,Serendipita sp.,1,1,1,2,1,1
Basidiomycota,Serendipita vermifera,1,1,1,1,0,1
Basidiomycota,Serpula lacrymans,1,2,1,1,0,1
Ascomycota,Setomelanomma holmii,1,1,1,2,0,1
Basidiomycota,Sistotremastrum niveocremeum,1,1,1,1,1,1
Basidiomycota,Sistotremastrum suecicum,1,1,1,1,1,1
Mucoromycota,Smittium angustum,1,1,1,1,0,1
Mucoromycota,Smittium culicis,1,1,1,1,1,1
Mucoromycota,Smittium megazygosporum,1,1,1,1,1,1
Mucoromycota,Smittium mucronatum,1,1,1,1,1,1
Mucoromycota,Smittium simulii,1,1,1,1,1,1
Ascomycota,Sodiomyces alkalinus,1,2,1,2,1,1
Ascomycota,Sordaria brevicollis,1,1,1,2,1,1
Ascomycota,Sordaria macrospora,1,1,1,2,1,1
Ascomycota,Sordaria sp.,1,1,1,2,1,1
Basidiomycota,Sparassis crispa,1,1,1,1,1,1
Ascomycota,Spathaspora sp.,2,1,1,1,1,1
Ascomycota,Sphaceloma murrayae,1,1,1,2,1,1
Basidiomycota,Sphaerobolus stellatus,1,1,1,1,0,1
Ascomycota,Sphaerosporella brunnea,1,1,1,2,1,1
Ascomycota,Sphaerulina musiva,1,1,1,2,0,1
Basidiomycota,Sphagnurus paluster,1,2,1,1,1,1
Mucoromycota,Spiromyces aspiralis,1,1,1,2,1,1
Chytridiomycota,Spizellomyces punctatus,1,1,1,1,1,1
Chytridiomycota,Spizellomyces sp.,1,1,1,1,1,1
Basidiomycota,Sporidiobolus salmonicolor,1,1,1,1,1,1
Basidiomycota,Sporisorium graminicola,1,1,1,1,1,1
Basidiomycota,Sporisorium reilianum,1,1,1,1,1,1
Basidiomycota,Sporisorium scitamineum,1,1,1,1,1,1
Ascomycota,Sporothrix brasiliensis,1,1,1,2,1,1
Microsporidia,Spraguea lophii,1,1,0,1,1,1
Ascomycota,Stachybotrys chartarum,1,1,1,2,1,1
Ascomycota,Stachybotrys chlorohalonatus,1,1,1,2,1,1
Ascomycota,Stachybotrys elegans,1,1,1,2,1,1
Ascomycota,Staphylotrichum longicolle,1,1,1,2,1,1
Ascomycota,Staphylotrichum tortipilum,1,1,1,2,1,1
Ascomycota,Starmerella bacillaris,1,1,0,1,1,1
Basidiomycota,Steccherinum ochraceum,1,1,1,1,1,1
Ascomycota,Stemphylium lycopersici,1,1,1,2,1,1
Basidiomycota,Stereum hirsutum,1,1,1,0,0,1
Ascomycota,Sugiyamaella lignohabitans,1,2,1,1,1,1
Basidiomycota,Suillus discolor,1,1,1,1,1,1
Basidiomycota,Suillus fuscotomentosus,1,1,1,1,1,1
Basidiomycota,Suillus luteus,1,1,1,1,1,1
Basidiomycota,Suillus placidus,1,1,1,1,1,1
Basidiomycota,Suillus plorans,1,1,1,1,1,1
Basidiomycota,Suillus subaureus,1,1,1,1,1,1
Ascomycota,Sungouiella intermedia,1,2,1,2,2,1
Mucoromycota,Syncephalastrum racemosum,1,1,1,1,1,1
Zoopagomycota,Syncephalis pseudoplumigaleata,1,1,1,1,0,1
Chytridiomycota,Synchytrium endobioticum,1,1,1,1,1,1
Chytridiomycota,Synchytrium microbalum,1,1,1,1,1,1
